ensgs,enformer_set,sel_start,sel_end,tss,chrom
ENSG00000135077,train,157073304,157204376,157142869,5
ENSG00000101439,train,23553428,23684500,23638473,20
ENSG00000128595,train,128649275,128780347,128739292,7
ENSG00000188921,train,20936081,21067153,21031636,9
ENSG00000189362,valid,190491456,190622528,190534722,2
ENSG00000172673,train,127870290,128001362,127918631,6
ENSG00000095906,train,1715574,1846646,1782901,16
ENSG00000189046,train,109047385,109178457,109093631,12
ENSG00000236027,train,125692320,125823392,125788111,11
ENSG00000131668,train,93869761,94000833,93955372,9
ENSG00000129204,train,5017442,5148514,5116438,17
ENSG00000141258,train,2262284,2393356,2337498,17
ENSG00000177106,train,584792,715864,694438,11
ENSG00000166923,train,32651212,32782284,32717974,15
ENSG00000110395,train,119132420,119263492,119206276,11
ENSG00000262655,train,13901389,14032461,13962689,11
ENSG00000078081,test,183127708,183258780,183163839,3
ENSG00000178202,train,108439783,108570855,108498432,11
ENSG00000175003,na,na,na,160121789,6
ENSG00000162639,train,108600630,108731702,108661526,1
ENSG00000145391,train,139542552,139673624,139606699,4
ENSG00000229571,na,na,na,13068677,1
ENSG00000188408,valid,26152715,26283787,26216169,X
ENSG00000187210,train,76354828,76485900,76419850,9
ENSG00000066933,train,72010612,72141684,72118577,15
ENSG00000182103,train,82666719,82797791,82733864,11
ENSG00000127922,train,96636963,96768035,96709891,7
ENSG00000106266,valid,2304644,2435716,2354318,7
ENSG00000070371,na,na,na,19291716,22
ENSG00000211455,train,27146340,27277412,27243968,12
ENSG00000011198,train,43602592,43733664,43690113,3
ENSG00000183638,train,10665192,10796264,10712187,8
ENSG00000183844,train,41214918,41345990,41304212,21
ENSG00000158109,train,3533478,3664550,3625002,1
ENSG00000204475,train,31487310,31618382,31592985,6
ENSG00000179636,test,20987981,21119053,21024109,14
ENSG00000168028,train,39338657,39469729,39406689,3
ENSG00000169189,train,27211153,27342225,27268794,16
ENSG00000180745,train,127795046,127926118,127892947,10
ENSG00000179600,na,na,na,63318879,14
ENSG00000188425,test,45820492,45951564,45914870,19
ENSG00000124575,train,26168402,26299474,26234933,6
ENSG00000182545,test,20414536,20545608,20505537,14
ENSG00000268104,test,116412394,116543466,116436622,X
ENSG00000204021,train,88672946,88804018,88724544,10
ENSG00000232629,train,32668092,32799164,32763534,6
ENSG00000167945,train,731589,862661,805443,16
ENSG00000082781,train,124799500,124930572,124901418,3
ENSG00000166866,train,56961779,57092851,57051198,12
ENSG00000178773,train,89479225,89610297,89575768,16
ENSG00000147684,train,124483231,124614303,124539103,8
ENSG00000140835,train,71439500,71570572,71525233,16
ENSG00000108829,train,50289224,50420296,50397553,17
ENSG00000147679,train,116676950,116808022,116766503,8
ENSG00000156136,train,70925998,71057070,70992538,4
ENSG00000152242,train,46101222,46232294,46173553,18
ENSG00000071991,valid,66530830,66661902,66604138,18
ENSG00000150401,train,113417817,113548889,113490952,13
ENSG00000130558,train,134972724,135103796,135075422,9
ENSG00000198133,test,67437026,67568098,67533739,14
ENSG00000178026,train,24519972,24651044,24593208,22
ENSG00000176797,na,na,na,7881204,8
ENSG00000155749,valid,201272222,201403294,201357398,2
ENSG00000162434,train,64911696,65042768,64966504,1
ENSG00000100290,train,43018890,43149962,43110748,22
ENSG00000203734,train,138694125,138825197,138795926,6
ENSG00000141456,train,4623848,4754920,4704337,17
ENSG00000184500,train,93902371,94033443,93974066,3
ENSG00000160932,train,142916550,143047622,143017982,8
ENSG00000205143,train,34580673,34711745,34628107,9
ENSG00000131738,train,41302161,41433233,41369800,17
ENSG00000156234,train,77420299,77551371,77511753,4
ENSG00000134602,test,131939525,132070597,132023265,X
ENSG00000198723,train,7407088,7538160,7492976,19
ENSG00000135740,train,67175565,67306637,67237683,16
ENSG00000166986,train,57420972,57552044,57475445,12
ENSG00000117091,train,160605855,160736927,160711851,1
ENSG00000146247,train,78978793,79109865,79078236,6
ENSG00000113597,train,65525572,65656644,65624716,5
ENSG00000146038,train,24266031,24397103,24358052,6
ENSG00000134698,train,35720141,35851213,35808172,1
ENSG00000106330,train,100507304,100638376,100612102,7
ENSG00000124102,valid,45153683,45284755,45174876,20
ENSG00000139675,train,52594895,52725967,52640786,13
ENSG00000186329,train,171768384,171899456,171843349,3
ENSG00000109743,train,15620420,15751492,15702950,4
ENSG00000055332,train,37072200,37203272,37157065,2
ENSG00000175874,train,101294360,101425432,101387595,2
ENSG00000183695,train,18952512,19083584,19060681,11
ENSG00000174992,train,29703915,29834987,29778240,16
ENSG00000175445,train,19828230,19959302,19901717,8
ENSG00000116198,train,3795874,3926946,3857214,1
ENSG00000111269,train,12517763,12648835,12611827,12
ENSG00000100478,test,30965924,31096996,31025106,14
ENSG00000140307,train,59546802,59677874,59657541,15
ENSG00000115514,train,99260791,99391863,99340702,2
ENSG00000169306,valid,28561184,28692256,28587399,X
ENSG00000101343,train,19945483,20076555,20056046,20
ENSG00000213625,train,65370889,65501961,65420587,1
ENSG00000074071,train,1715574,1846646,1773155,16
ENSG00000268133,test,57261921,57392993,57363566,19
ENSG00000082482,train,214921827,215052899,215005775,1
ENSG00000155275,train,8329447,8460519,8436140,4
ENSG00000140006,test,63537600,63668672,63641861,14
ENSG00000124103,na,na,na,56517187,20
ENSG00000197901,train,62887740,63018812,62984983,11
ENSG00000135778,train,232851873,232982945,232950605,1
ENSG00000153294,train,47624664,47755736,47685864,6
ENSG00000173442,train,65511700,65642772,65576038,11
ENSG00000165478,train,124839533,124970605,124936412,11
ENSG00000125384,na,na,na,52314305,14
ENSG00000261832,train,28457534,28588606,28492098,16
ENSG00000184226,train,67157873,67288945,67230445,13
ENSG00000249590,train,30358283,30489355,30409255,22
ENSG00000119403,train,120830950,120962022,120894896,9
ENSG00000244038,train,20588306,20719378,20661544,1
ENSG00000267552,test,37677573,37808645,37719188,19
ENSG00000240021,train,178448783,178579855,178513077,1
ENSG00000172139,train,112204492,112335564,112294258,3
ENSG00000232838,train,18043112,18174184,18137873,20
ENSG00000082258,train,134821483,134952555,134918235,2
ENSG00000102359,valid,100546133,100677205,100644166,X
ENSG00000284337,na,na,na,109898432,2
ENSG00000164610,train,33000189,33131261,33109401,7
ENSG00000162227,train,62690943,62822015,62771303,11
ENSG00000165527,na,na,na,49893092,14
ENSG00000159339,train,17242757,17373829,17308195,1
ENSG00000148634,train,68009261,68140333,68075348,10
ENSG00000116350,train,29116176,29247248,29181987,1
ENSG00000144591,valid,219393084,219524156,219498867,2
ENSG00000156194,train,75845923,75976995,75902571,4
ENSG00000137757,train,104963036,105094108,105023168,11
ENSG00000166435,train,74860438,74991510,74949200,11
ENSG00000189139,na,na,na,44507279,14
ENSG00000218739,train,37137799,37268871,37196488,2
ENSG00000100359,train,40263732,40394804,40370591,22
ENSG00000261459,train,30425504,30556576,30534852,16
ENSG00000176774,valid,26038026,26169098,26138343,X
ENSG00000179083,na,na,na,93674013,X
ENSG00000131914,train,26361018,26492090,26410778,1
ENSG00000181513,train,45041304,45172376,45132600,17
ENSG00000163141,train,150962802,151093874,151036570,1
ENSG00000146385,train,132462220,132593292,132552693,6
ENSG00000162645,train,89052128,89183200,89150456,1
ENSG00000145863,train,161468437,161599509,161547063,5
ENSG00000203870,valid,154797616,154928688,154834662,X
ENSG00000155087,train,102441967,102573039,102551572,8
ENSG00000094975,train,172479274,172610346,172532349,1
ENSG00000181433,na,na,na,135889205,X
ENSG00000144834,train,111942096,112073168,111998664,3
ENSG00000100319,train,29702293,29833365,29767011,22
ENSG00000141682,train,59851047,59982119,59899948,18
ENSG00000163214,train,38777774,38908846,38875934,2
ENSG00000139223,train,48368310,48499382,48472665,12
ENSG00000100626,test,69157361,69288433,69259277,14
ENSG00000182698,valid,219278395,219409467,219333177,2
ENSG00000153339,train,31866239,31997311,31953136,18
ENSG00000198807,test,36585685,36716757,36657568,14
ENSG00000007341,train,112536570,112667642,112620825,1
ENSG00000154654,train,20944827,21075899,20998315,21
ENSG00000198400,train,156735514,156866586,156815640,1
ENSG00000128512,train,112118327,112249399,112206411,7
ENSG00000140265,train,43278250,43409322,43371025,15
ENSG00000128513,train,124844533,124975605,124929983,7
ENSG00000171495,train,40999391,41130463,41071342,5
ENSG00000123159,train,14419257,14550329,14496149,19
ENSG00000128585,train,131010839,131141911,131110096,7
ENSG00000160505,test,55770964,55902036,55836578,19
ENSG00000234469,valid,9866877,9997949,9967358,X
ENSG00000187498,train,110232529,110363601,110307149,13
ENSG00000065970,train,7937437,8068509,8032703,12
ENSG00000184845,train,175375425,175506497,175444208,5
ENSG00000187116,test,54280007,54411079,54313139,19
ENSG00000030110,train,33520879,33651951,33580293,6
ENSG00000158497,train,143717594,143848666,143812161,5
ENSG00000163001,train,55439920,55570992,55519604,2
ENSG00000204361,train,114606089,114737161,114678386,11
ENSG00000130876,test,33204702,33335774,33225850,19
ENSG00000261582,valid,35175740,35306812,35280043,20
ENSG00000069869,train,55938857,56069929,55993746,15
ENSG00000115317,train,74463630,74594702,74529377,2
ENSG00000153832,valid,229829783,229960855,229922302,2
ENSG00000100373,train,45183657,45314729,45284982,22
ENSG00000255690,train,28867452,28998524,28958292,7
ENSG00000182890,na,na,na,121047588,X
ENSG00000171772,train,133499501,133630573,133569835,10
ENSG00000172318,train,167810678,167941750,167868948,2
ENSG00000166347,train,74182215,74313287,74292016,18
ENSG00000162739,train,160474657,160605729,160523262,1
ENSG00000266265,train,130682844,130813916,130734061,7
ENSG00000148053,train,84620302,84751374,84668551,9
ENSG00000130812,test,10008690,10139762,10102796,19
ENSG00000181704,valid,68433213,68564285,68498323,X
ENSG00000164989,train,15491364,15622436,15553086,9
ENSG00000241595,train,41170963,41302035,41249687,17
ENSG00000128285,train,40591727,40722799,40678750,22
ENSG00000139197,train,7084650,7215722,7188685,12
ENSG00000137976,train,84329000,84460072,84398532,1
ENSG00000172172,train,120350494,120481566,120445402,8
ENSG00000128815,train,48591957,48723029,48684876,10
ENSG00000112077,train,49527035,49658107,49636839,6
ENSG00000204160,train,26754612,26885684,26826710,1
ENSG00000143107,train,108666229,108797301,108712657,1
ENSG00000101417,valid,33684783,33815855,33720319,20
ENSG00000165609,train,12145815,12276887,12196144,10
ENSG00000081923,train,57751879,57882951,57803101,18
ENSG00000145934,train,167175550,167306622,167284799,5
ENSG00000169851,train,30642591,30773663,30720415,4
ENSG00000131174,valid,77837711,77968783,77899438,X
ENSG00000197070,train,137531085,137662157,137605654,9
ENSG00000185825,valid,153650726,153781798,153724697,X
ENSG00000181666,na,na,na,37312837,19
ENSG00000145075,train,180821046,180952118,180871005,3
ENSG00000153827,valid,229829783,229960855,229923239,2
ENSG00000163811,train,28806726,28937798,28894643,2
ENSG00000084207,train,67479670,67610742,67583595,11
ENSG00000181790,train,142391758,142522830,142449430,8
ENSG00000187097,test,73974299,74105371,74019399,14
ENSG00000149930,train,29900712,30031784,29973641,16
ENSG00000132170,train,12211414,12342486,12287368,3
ENSG00000148180,train,121158945,121290017,121207794,9
ENSG00000112367,train,109633768,109764840,109691312,6
ENSG00000116663,train,11602155,11733227,11664124,1
ENSG00000179299,train,40645297,40776369,40749897,4
ENSG00000144848,train,112466888,112597960,112562046,3
ENSG00000254834,train,56524637,56655709,56577787,11
ENSG00000115306,train,54390336,54521408,54456285,2
ENSG00000188343,train,93651701,93782773,93698561,8
ENSG00000149084,na,na,na,43680558,11
ENSG00000105928,train,24669116,24800188,24758113,7
ENSG00000253910,train,141290431,141421503,141360042,5
ENSG00000168878,train,85615460,85746532,85668741,2
ENSG00000180044,train,160157361,160288433,160225496,3
ENSG00000110711,train,67414071,67545143,67483041,11
ENSG00000110484,train,62166151,62297223,62270155,11
ENSG00000140455,train,63417143,63548215,63504511,15
ENSG00000082996,train,149727120,149858192,149812708,3
ENSG00000115008,train,112708586,112839658,112784590,2
ENSG00000185811,train,50252726,50383798,50304124,7
ENSG00000114648,train,47210537,47341609,47282917,3
ENSG00000105227,test,40315420,40446492,40413366,19
ENSG00000146426,valid,154730058,154861130,154832697,6
ENSG00000160321,test,21973802,22104874,22010949,19
ENSG00000225190,na,na,na,45490749,17
ENSG00000238083,na,na,na,46511511,17
ENSG00000067167,train,70538984,70670056,70608387,8
ENSG00000100897,test,24084584,24215656,24114195,14
ENSG00000133019,train,239280575,239411647,239386565,1
ENSG00000204965,train,140765639,140896711,140821604,5
ENSG00000011114,test,93242051,93373123,93333092,14
ENSG00000197471,train,29638316,29769388,29662979,16
ENSG00000171533,train,75582027,75713099,75669120,11
ENSG00000077380,train,171615420,171746492,171687409,2
ENSG00000168309,train,58559164,58690236,58627610,3
ENSG00000128159,train,50172162,50303234,50244992,22
ENSG00000254772,train,62494146,62625218,62574086,11
ENSG00000138796,train,107923834,108054906,107989714,4
ENSG00000008382,train,4258336,4389408,4343527,19
ENSG00000232399,na,na,na,9224896,4
ENSG00000124422,na,na,na,21043760,17
ENSG00000130584,valid,63733301,63864373,63831244,20
ENSG00000204345,train,74495255,74626327,74592283,17
ENSG00000113649,train,146341554,146472626,146447311,5
ENSG00000237651,train,61081434,61212506,61145068,2
ENSG00000254535,train,134097835,134228907,134201748,4
ENSG00000274791,na,na,na,155382115,X
ENSG00000122591,train,22963542,23094614,23014130,7
ENSG00000171180,na,na,na,248231417,1
ENSG00000272514,train,87336746,87467818,87407983,6
ENSG00000105699,test,35154415,35285487,35248330,19
ENSG00000165983,train,16344151,16475223,16436943,10
ENSG00000008283,train,63343425,63474497,63446378,17
ENSG00000260170,train,45508616,45639688,45587351,15
ENSG00000129673,train,76397626,76528698,76453351,17
ENSG00000154328,train,11714776,11845848,11769639,8
ENSG00000198003,test,11384958,11516030,11435782,19
ENSG00000257987,train,48630706,48761778,48727435,12
ENSG00000146872,na,na,na,62458658,17
ENSG00000214215,train,92647635,92778707,92702843,12
ENSG00000233757,train,95152005,95283077,95207535,2
ENSG00000136960,train,119563306,119694378,119673453,8
ENSG00000128881,train,42819057,42950129,42920809,15
ENSG00000171987,train,4520732,4651804,4577820,11
ENSG00000135916,na,na,na,230864639,2
ENSG00000185274,train,71077079,71208151,71132169,7
ENSG00000160803,train,155948326,156079398,156053794,1
ENSG00000184619,train,8297392,8428464,8376711,17
ENSG00000166974,train,34883793,35014865,34976928,18
ENSG00000105737,test,42035755,42166827,42069498,19
ENSG00000145244,train,47729989,47861061,47838106,4
ENSG00000130449,train,61261637,61392709,61332273,5
ENSG00000020633,train,24917840,25048912,24965121,1
ENSG00000166091,test,23281761,23412833,23376808,14
ENSG00000214285,train,127467051,127598123,127549369,10
ENSG00000085644,train,3027554,3158626,3129777,16
ENSG00000085415,train,12867404,12998476,12947133,18
ENSG00000198920,train,6591818,6722890,6640927,17
ENSG00000125388,train,2884730,3015802,2963608,4
ENSG00000167646,test,55082830,55213902,55166722,19
ENSG00000206557,train,32713158,32844230,32818018,3
ENSG00000152270,train,14557379,14688451,14643723,11
ENSG00000227140,na,na,na,9339403,4
ENSG00000228927,na,na,na,9398421,Y
ENSG00000144852,train,119682778,119813850,119780484,3
ENSG00000006534,train,67938863,68069935,68008578,11
ENSG00000196616,train,99264766,99395838,99352760,4
ENSG00000183624,train,129194633,129325705,129278828,3
ENSG00000196208,train,11424226,11555298,11482341,2
ENSG00000109881,test,27275698,27406770,27363868,11
ENSG00000129515,na,na,na,34630183,14
ENSG00000138642,train,88309733,88440805,88378739,4
ENSG00000134970,train,115578934,115710006,115632992,5
ENSG00000258366,valid,63618612,63749684,63657810,20
ENSG00000133321,train,63478131,63609203,63536809,11
ENSG00000183032,na,na,na,37172866,14
ENSG00000073350,train,75479240,75610312,75525080,17
ENSG00000116604,train,156407519,156538591,156500828,1
ENSG00000113889,test,186683067,186814139,186717276,3
ENSG00000181274,train,97266415,97397487,97334709,10
ENSG00000204950,train,61444562,61575634,61508800,11
ENSG00000164591,train,150605489,150736561,150660874,5
ENSG00000185722,train,4164655,4295727,4263977,17
ENSG00000121931,train,110896595,111027667,110964079,1
ENSG00000170088,train,165126162,165257234,165208549,4
ENSG00000177383,test,184618665,184749737,184712002,3
ENSG00000162819,train,222662509,222793581,222712553,1
ENSG00000006377,train,96899359,97030431,97005548,7
ENSG00000104863,train,49006079,49137151,49114324,19
ENSG00000103249,train,1387579,1518651,1475580,16
ENSG00000114113,train,139428077,139559149,139480747,3
ENSG00000152409,train,79170164,79301236,79236189,5
ENSG00000117984,train,1699975,1831047,1764573,11
ENSG00000150540,train,137904636,138035708,137964020,2
ENSG00000147548,train,38327148,38458220,38382272,8
ENSG00000206203,test,19053631,19184703,19130808,22
ENSG00000152092,train,177071204,177202276,177164973,1
ENSG00000241233,train,71449290,71580362,71538025,11
ENSG00000187398,valid,24437503,24568575,24496970,11
ENSG00000097021,train,6288636,6419708,6394391,1
ENSG00000104499,train,142785352,142916424,142834247,8
ENSG00000115364,train,75578813,75709885,75646783,2
ENSG00000254505,na,na,na,24213869,14
ENSG00000056097,train,32340323,32471395,32444761,5
ENSG00000064961,train,3471148,3602220,3572777,19
ENSG00000125888,train,17583919,17714991,17693672,20
ENSG00000110881,train,50008285,50139357,50057548,12
ENSG00000165553,test,77185591,77316663,77271312,14
ENSG00000175029,train,125105487,125236559,125161170,10
ENSG00000062370,test,44329535,44460607,44367217,19
ENSG00000130844,valid,53445834,53576906,53520981,19
ENSG00000100425,train,49775587,49906659,49827512,22
ENSG00000113196,train,154410231,154541303,154478264,5
ENSG00000135821,train,182319124,182450196,182392206,1
ENSG00000159917,test,44214846,44345918,44305046,19
ENSG00000125352,test,119806858,119937930,119871827,X
ENSG00000187550,test,55426897,55557969,55537089,19
ENSG00000086848,train,111785332,111916404,111871581,11
ENSG00000087077,train,100769700,100900772,100867138,7
ENSG00000136457,train,50420422,50551494,50468966,17
ENSG00000178691,na,na,na,31937018,17
ENSG00000177156,train,650391,781463,747329,11
ENSG00000206538,train,86897932,87029004,86991119,3
ENSG00000161860,train,12844881,12975953,12919276,19
ENSG00000267221,train,41958151,42089223,42050614,17
ENSG00000143569,train,154111554,154242626,154220179,1
ENSG00000079246,valid,216067103,216198175,216107464,2
ENSG00000130783,train,122691977,122823049,122774327,12
ENSG00000172037,train,49047309,49178381,49133118,3
ENSG00000153064,train,101363934,101495006,101411286,4
ENSG00000134453,train,5979509,6110581,6088987,10
ENSG00000262633,train,46812477,46943549,46923133,17
ENSG00000104626,train,8894019,9025091,9002147,8
ENSG00000137473,train,146889640,147020712,146945882,4
ENSG00000178397,valid,6318759,6449831,6348981,7
ENSG00000149089,test,34845172,34976244,34916499,11
ENSG00000169242,train,155029940,155161012,155127460,1
ENSG00000114391,train,101577454,101708526,101686782,3
ENSG00000171201,train,70270008,70401080,70370093,4
ENSG00000196338,valid,71071060,71202132,71144831,X
ENSG00000119772,train,25264380,25395452,25342590,2
ENSG00000164972,train,34318277,34449349,34397832,9
ENSG00000119535,train,36376131,36507203,36483278,1
ENSG00000139211,train,46990731,47121803,47079951,12
ENSG00000136715,train,127947524,128078596,128028120,2
ENSG00000143226,na,na,na,161505430,1
ENSG00000154027,train,77178709,77309781,77282051,1
ENSG00000197472,na,na,na,247008093,1
ENSG00000105792,train,90142662,90273734,90245174,7
ENSG00000120616,train,32284708,32415780,32378798,10
ENSG00000180423,test,46543450,46674522,46617909,11
ENSG00000267534,test,10123379,10254451,10231272,19
ENSG00000118245,valid,216755237,216886309,216860064,2
ENSG00000030419,valid,213085189,213216261,213152427,2
ENSG00000234828,train,149841595,149972667,149896233,4
ENSG00000198610,train,5126722,5257794,5195462,10
ENSG00000240053,train,31618508,31749580,31670167,6
ENSG00000182095,valid,5401247,5532319,5425414,7
ENSG00000233608,na,na,na,238848032,2
ENSG00000108784,train,42482943,42614015,42536172,17
ENSG00000104723,train,15367498,15498570,15417215,8
ENSG00000250349,test,37285837,37416909,37349330,X
ENSG00000117593,train,173725655,173856727,173824503,1
ENSG00000063241,test,55426897,55557969,55462343,19
ENSG00000108798,train,49108442,49239514,49210227,17
ENSG00000035862,train,78824789,78955861,78925387,17
ENSG00000188167,train,33041153,33172225,33096801,3
ENSG00000087191,train,63737019,63868091,63827152,17
ENSG00000184347,train,169209119,169340191,169301129,5
ENSG00000110079,train,60198181,60329253,60280541,11
ENSG00000176532,train,29457843,29588915,29563811,7
ENSG00000092931,train,76660022,76791094,76735865,17
ENSG00000198934,valid,76346754,76477826,76427724,X
ENSG00000277586,train,24879353,25010425,24957110,8
ENSG00000002822,valid,2189955,2321027,2233243,7
ENSG00000159079,train,32555850,32686922,32612866,21
ENSG00000204025,valid,111785655,111916727,111876051,X
ENSG00000129128,train,176212393,176343465,176319964,4
ENSG00000172531,train,67348472,67479544,67421183,11
ENSG00000147649,train,97587641,97718713,97644179,8
ENSG00000143379,train,150831604,150962676,150926263,1
ENSG00000176986,train,73716374,73847446,73744384,10
ENSG00000188215,train,20848050,20979122,20900384,16
ENSG00000197245,train,26098622,26229694,26159020,1
ENSG00000120915,train,27437714,27568786,27490779,8
ENSG00000170500,train,100244776,100375848,100322733,2
ENSG00000271824,train,136111421,136242493,136193134,5
ENSG00000115274,train,74398031,74529103,74455023,2
ENSG00000092470,train,43737443,43868515,43826963,15
ENSG00000134153,train,34028791,34159863,34101948,15
ENSG00000145882,train,149293509,149424581,149358007,5
ENSG00000162426,train,8256606,8387678,8317826,1
ENSG00000164162,train,145052868,145183940,145098541,4
ENSG00000224586,train,28464367,28595439,28525925,6
ENSG00000103343,train,3355549,3486621,3401235,16
ENSG00000171246,train,80399165,80530237,80477843,17
ENSG00000187688,train,16366069,16497141,16415542,17
ENSG00000090376,train,66080040,66211112,66188879,12
ENSG00000255152,train,31684107,31815179,31740020,6
ENSG00000135773,train,230687106,230818178,230747384,1
ENSG00000196460,train,101425558,101556630,101474703,2
ENSG00000132677,train,156276321,156407393,156369212,1
ENSG00000186417,train,51281328,51412400,51341629,15
ENSG00000204683,train,21067279,21198351,21146559,10
ENSG00000130997,train,2163141,2294213,2242121,4
ENSG00000148082,train,89081034,89212106,89178767,9
ENSG00000140993,train,3224351,3355423,3305729,16
ENSG00000143443,train,150962802,151093874,151047740,1
ENSG00000185033,train,90092778,90223850,90160604,15
ENSG00000177453,train,43098559,43229631,43192071,5
ENSG00000146530,train,12336504,12467576,12403941,7
ENSG00000003096,test,118086523,118217595,118117340,X
ENSG00000159023,train,28788181,28919253,28887091,1
ENSG00000184478,train,5832712,5963784,5938751,11
ENSG00000109625,train,8526244,8657316,8592660,4
ENSG00000116675,train,65174092,65305164,65248219,1
ENSG00000157869,train,13390054,13521126,13484365,4
ENSG00000188313,train,146447170,146578242,146544864,3
ENSG00000198650,train,71505099,71636171,71577130,16
ENSG00000117625,train,211182684,211313756,211258377,1
ENSG00000164742,train,45463999,45595071,45574140,7
ENSG00000072694,na,na,na,161663147,1
ENSG00000170876,train,14048186,14179258,14124940,3
ENSG00000269711,train,7603885,7734957,7678501,19
ENSG00000069998,train,17057685,17188757,17165287,22
ENSG00000153561,train,86665044,86796116,86720173,2
ENSG00000172985,train,109035042,109166114,109129348,2
ENSG00000164164,train,145118467,145249539,145180161,4
ENSG00000152256,train,172468207,172599279,172555373,2
ENSG00000130561,valid,233270453,233401525,233307816,2
ENSG00000170613,train,157073304,157204376,157166264,5
ENSG00000134283,train,42136405,42267477,42238447,12
ENSG00000160131,valid,151356946,151488018,151396515,X
ENSG00000198625,train,204425987,204557059,204516379,1
ENSG00000196605,na,na,na,9793180,19
ENSG00000178105,train,108570981,108702053,108665025,11
ENSG00000173137,train,144294129,144425201,144373101,8
ENSG00000243678,train,51076412,51207484,51165435,17
ENSG00000167755,train,50908450,51039522,50969673,19
ENSG00000125826,na,na,na,407498,20
ENSG00000124762,train,36604032,36735104,36676460,6
ENSG00000152942,train,69264715,69395787,69369293,5
ENSG00000160714,train,154505148,154636220,154559028,1
ENSG00000112655,train,42967135,43098207,43076268,6
ENSG00000127990,train,94603394,94734466,94656209,7
ENSG00000141255,train,3443066,3574138,3513852,17
ENSG00000186132,train,119268486,119399558,119366828,2
ENSG00000155816,train,239936565,240067637,240014348,1
ENSG00000007392,train,141198,272270,229463,16
ENSG00000108828,train,42942136,43073208,43025123,17
ENSG00000073737,train,168991460,169122532,169064789,2
ENSG00000204519,train,57627405,57758477,57681969,19
ENSG00000236637,train,21132878,21263950,21187671,9
ENSG00000213886,train,29453741,29584813,29559925,6
ENSG00000188037,train,143212253,143343325,143316126,7
ENSG00000107738,train,71682805,71813877,71773498,10
ENSG00000116161,train,174906437,175037509,174999163,1
ENSG00000212710,train,22354384,22485456,22417915,18
ENSG00000099624,train,1175183,1306255,1241746,19
ENSG00000173809,test,32631257,32762329,32719753,19
ENSG00000204532,test,56115031,56246103,56202301,19
ENSG00000009694,test,124943496,125074568,124963817,X
ENSG00000130703,valid,62127655,62258727,62231922,20
ENSG00000101188,na,na,na,62708837,20
ENSG00000023909,train,93840855,93971927,93909456,1
ENSG00000122194,na,na,na,160702238,6
ENSG00000127530,train,14747252,14878324,14835376,19
ENSG00000197903,train,27086788,27217860,27146798,6
ENSG00000171566,train,154499124,154630196,154550435,4
ENSG00000092929,train,75741636,75872708,75844717,17
ENSG00000143536,train,152340381,152471453,152414263,1
ENSG00000166349,test,36450818,36581890,36510709,11
ENSG00000168032,train,40322642,40453714,40387156,3
ENSG00000185681,train,122077331,122208403,122159908,9
ENSG00000137720,train,111785332,111916404,111878935,11
ENSG00000213714,valid,56507894,56638966,56533246,20
ENSG00000104979,train,13697668,13828740,13774168,19
ENSG00000266076,train,65573791,65704863,65641033,17
ENSG00000145362,train,112712561,112843633,112818109,4
ENSG00000005022,na,na,na,119468400,X
ENSG00000213578,train,74765770,74896842,74826547,15
ENSG00000005381,train,58226703,58357775,58280935,17
ENSG00000164066,train,127537935,127669007,127623271,4
ENSG00000196715,na,na,na,65873267,7
ENSG00000078487,train,100376106,100507178,100428992,7
ENSG00000126217,train,112827426,112958498,112894378,13
ENSG00000090470,train,65057118,65188190,65133836,15
ENSG00000112406,train,139087719,139218791,139135112,6
ENSG00000128283,train,37508574,37639646,37560447,22
ENSG00000135318,train,85341896,85472968,85449584,6
ENSG00000131094,train,44910106,45041178,44968071,17
ENSG00000146083,train,176490608,176621680,176538025,5
ENSG00000133028,train,10593357,10724429,10698375,17
ENSG00000120049,train,101792746,101923818,101843920,10
ENSG00000105143,train,14944049,15075121,15022990,19
ENSG00000162704,train,183565505,183696577,183635757,1
ENSG00000197062,train,28201971,28333043,28267010,6
ENSG00000240184,train,141421629,141552701,141475947,5
ENSG00000112130,train,37260022,37391094,37353972,6
ENSG00000179889,na,na,na,14974591,16
ENSG00000171604,train,139584857,139715929,139647299,5
ENSG00000206474,train,29388142,29519214,29439306,6
ENSG00000100335,train,39410945,39542017,39499432,22
ENSG00000163357,train,154964341,155095413,155033824,1
ENSG00000205765,train,41852178,41983250,41904188,5
ENSG00000153406,train,4405133,4536205,4495763,16
ENSG00000166477,train,51871719,52002791,51971806,15
ENSG00000167136,train,128768429,128899501,128818474,9
ENSG00000123240,train,12998602,13129674,13099449,10
ENSG00000205707,train,25112771,25243843,25195216,12
ENSG00000173928,test,11270269,11401341,11374685,19
ENSG00000070785,train,44904001,45035073,44986722,1
ENSG00000168427,valid,238087391,238218463,238138722,2
ENSG00000169213,train,51923094,52054166,51990764,1
ENSG00000196368,test,51425854,51556926,51496596,X
ENSG00000101346,na,na,na,32207880,20
ENSG00000132953,train,20844979,20976051,20903048,13
ENSG00000139684,train,46690985,46822057,46797232,13
ENSG00000143198,train,165525780,165656852,165630861,1
ENSG00000108590,train,6591818,6722890,6651634,17
ENSG00000110911,train,50926671,51057743,51028566,12
ENSG00000060566,train,4061539,4192611,4153601,19
ENSG00000141424,train,36064575,36195647,36129385,18
ENSG00000144736,train,72794147,72925219,72861914,3
ENSG00000164778,train,155377426,155508498,155458129,7
